headline,url,summary
Parkland trial: Prospective Nikolas Cruz sentencing juror says she can't be on jury because of 'sugar daddy',https://www.foxnews.com/video/6303132638001,Circuit Judge Elizabeth Scherer dismissed a potential juror for the sentencing of Parkland school shooter Nikolas Cruz after she claimed she didn’t have enough time to fulfill her civic duty because she’s both married and has “a sugar daddy.”
Police officers slam liberal policies that resulted in rise in crime,https://www.foxnews.com/video/6302540568001,"President of Chicage FOP John Catanzara, Jr. and retired NYPD Detective Angel Maysonet respond to the rise in violent crimes occurring in their cities and a new poll showing pro-police candidates are the most popular."
Miami Beach Hotelier Mitch Novick discusses impact of city's state of emergency declared over spring break,https://www.foxnews.com/video/6301974502001,Miami Hotelier Mitch Novick spoke with Fox News about how the order is impacting business owners like him
Gutfeld: Here's why progressives 'deny' crime,https://www.foxnews.com/video/6301127734001,'The Five' panelists weigh in on the soaring crime waves in San Francisco and across the nation.
Ingraham: High gas price-induced self-restrictions are 'Biden's new lockdown',https://www.foxnews.com/media/ingraham-angle-gas-crisis-biden-new-lockdown-covid-jimmy-carter,"In her ""Ingraham Angle"" commentary on Wednesday, host Laura Ingraham explained how, with the federal coronavirus emergency subsiding, President Biden and his administration need a new way to lock down the populace and keep them in their control."
Kyiv resident raced family to safety after Russian attack: 'Normal life is gone',https://www.foxnews.com/video/6299184393001,Former Ukraine First Deputy Minister of Economy Max Nefyadov describes the situation on the ground in the Ukraine capital on 'America Reports.'
Fare Evader Gets Caught,https://www.foxnews.com/video/6298536164001,Fare evader gets caught at Herald Square. Video credit: Steven Hirsch for Fox News Digital
Eric Shawn: A plea to politicians from a mother whose son was murdered by a 17-year-old,https://www.foxnews.com/video/6298173959001,Donna Nolan blames bail reform for letting killers out... and tells New York state leaders they need to stop helping criminals.
Girl missing since 2019 found alive under staircase,https://www.foxnews.com/video/6297813779001,Fox Nation host Nancy Grace sounds off on the abduction case.
"VA Lt. Gov. Sears on mask mandates, Biden's search for Supreme Court Justice",https://www.foxnews.com/video/6297297576001,"Winsome Sears weighs in on Biden's plan to pick a Black woman for the Supreme Court, noting that she hopes that the president will choose a judge who respects the Constitution, will uphold the law, judge fairly and not be partisan."
Chicago teachers slam Lightfoot after mayor blames remote learning for rise in carjacking crimes,https://www.foxnews.com/video/6296563891001,The Chicago Teachers Union responded after Chicago Mayor Lori Lightfoot said there was a correlation between remote learning and a rise in car thefts involving juveniles.
Study indicates fentanyl deaths doubled in 30 states amid border crisis,https://www.foxnews.com/video/6296056621001,Fox News medical contributor Dr. Marc Siegel joined 'Fox & Friends First' to discuss the number of fentanyl deaths spiking in over two dozen states amid the border crisis.
Another Biden nominee exposed as far-left radical,https://www.foxnews.com/video/6295342468001,Chuck Devore tells Laura Ingraham that Federal Vice Chair nominee Sarah Bloom Raskin is proposing to use the awesome power of regulatory rules of unelected bureaucrats to do things that Congress hasn’t even wanted to do.
"Police need to be ‘invested’ in, not defunded: Rep. Gottheimer",https://www.foxnews.com/video/6294972170001,"Rep. Josh Gottheimer, D-N.J., joins ‘America’s Newsroom’ to provide insight into Democrats pushing for a police funding bill."
"As homicides spike in U.S. cities, a New Orleans church remembers victims with a ""murder board""",https://www.foxnews.com/video/6294696141001,"Hundreds of more Americans are being killed in the streets of big cities. A ""murder board"" that stands outside a church in New Orleans tells the story of over a decade's worth or murders in South Louisiana."
Officer Jason River mourned at St. Patrick's Cathedral funeral,https://www.foxnews.com/video/6294230295001,Fox News correspondent Bryan Llenas has the details on 'America Reports.'
"California burglars smash storefront with car, steal cash and jewelry",https://www.foxnews.com/video/6294011783001,"Two masked men looted a jewelry business in Escondido, California, after ramming the storefront with what police say was a stolen vehicle."
NYC Mayor Adams announces new plan to combat crime,https://www.foxnews.com/video/6293522050001,Retired NYPD Detective Angel Maysonet urges Mayor Adams and DA Bragg to focus on holding criminals accountable.
"Eric Shawn: No cops, no jails... NYC council member has demanded",https://www.foxnews.com/video/6293110775001,"Former NYPD Commissioner Ray Kelly on council member Kristin Richardson Jordan, who represents Harlem district where deadly police ambush took place, who wants NYPD abolished"
Baby in critical condition after Bronx gun fight,https://www.foxnews.com/video/6292747377001,"An 11-month-old baby girl was shot in the face while sitting in a parked car in the Bronx, police said; Bryan Llenas reports on the latest."
Elected officials took a hands-off approach to public safety: LAPD officer,https://www.foxnews.com/video/6292441473001,Deon Joseph urges officials to stop making police the enemy and invest in crime control on ‘The Story.’
North Carolina police release bodycam video showing aftermath of Jason Walker shooting,https://www.foxnews.com/video/6292114752001,The Fayetteville Police Department released some body camera footage in the interest of transparency after the shooting of a Black man by an off-duty Cumberland County deputy.
"Graphic content warning: Woman brutally beaten, stabbed in caught-on-camera NYC attack",https://www.foxnews.com/video/6291790111001,"Police are looking for two men seen on video repeatedly punching, kicking and stabbing a young woman in the Bronx, NY."
Manhattan DA Bragg is ‘Trojan horse’ and enemy of public safety: Law enforcement veteran,https://www.foxnews.com/video/6291255688001,Wounded Blue Founder Lieutenant Randy Sutton reacts to Manhattan District Attorney Alvin Bragg defending his crime policies.
Supreme Court set to review Biden mandates,https://www.foxnews.com/video/6290378883001,Senior national correspondent Rich Edson highlights the vaccine mandate debate and what to expect as the Supreme Court gears up to hear oral arguments.
Progressive policing behind rising crime: Horace Cooper,https://www.foxnews.com/video/6289921466001,The Project 21 co-chair and Democratic strategist Kevin Walling discuss and diagnose record homicide rates in 2021 on 'Fox News @ Night.'
Two men indicted by Durham will go on trial in 2022,https://www.foxnews.com/video/6289305145001,Former Federal Prosecutor James Trusty details what to expect in 2022 as two men have been indicted as a result of the Durham probe into the roots of the Trump-Russia investigation
Pastor Corey Brooks hired former gangsters for violence prevention mission in Chicago,https://www.foxnews.com/video/6288940268001,"The pastor and host of 'Rooftop Revelations,' a 100-day vigil to raise funds for a community center, discusses how he works to save one life at a time in Chicago on 'Hannity.'"
Outcome reached in Kim Potter trial,https://www.foxnews.com/video/6288356541001,Criminal defense attorney Mark Eiglarsh explains that an 'outcome' doesn't necessarily mean jurors have reached a verdict and discusses the next steps if the jury is hung.
Mississippi town cancels Christmas parade as shooting rise,https://www.foxnews.com/video/6287977000001,"Crawford, Mississippi Mayor Willie Parson says she did not want any violent incidents like what happened in Waukesha, Wisconsin."
"Biden, White House don't address real issues on crime: former Detroit police chief",https://www.foxnews.com/video/6287388506001,James Craig lays the nationwide crime wave at the feet of certain key Democrats on ‘Your World.’
"Americans want change, strong leadership as crime soars: Former Detroit police chief",https://www.foxnews.com/video/6286990654001,GOP Michigan gubernatorial candidate James Craig joined 'The Faulkner Focus' to discuss brazen crime across the country as the number of murders breaks records in Chicago and Philadelphia.
"Manhattan Institute fellow slams Mayor de Blasio over misleading crime statistic, dismissing NYC violence spike",https://www.foxnews.com/video/6286611146001,Rafael Mangual reacts to the New York City mayor’s dismissal of crime in the Big Apple.
Concha: Liberal media wanted to believe Jussie Smollett,https://www.foxnews.com/video/6286158698001,Fox News contributor Joe Concha says liberal media pushed Smollett's original story because they 'wanted to believe it.' He also slams President Biden's 'scripted presidency' after he appeared to read a teleprompter cue out loud.
California GOP chair: 'People in this state want law and order',https://www.foxnews.com/video/6285949822001,California Republican Party chairwoman Jessica Millan Patterson on why the rise in crime is a direct result of Democratic leadership.
Jack Brewer slams Jussie Smollett for using race to divide: It's 'unbelievable' people are supporting him,https://www.foxnews.com/video/6285771244001,"The Brewer Group CEO, Jack Brewer, joined 'Fox & Friends First' to discuss the Jussie Smollett case."
Eric Shawn: A call for a Jewish civil rights movement,https://www.foxnews.com/video/6285337392001,The Lawfare Project executive director Brooke Goldstein on the shocking rise of anti-Semitic attacks in America
Michigan school shooting suspect's parents face involuntary manslaughter charges,https://www.foxnews.com/video/6285061593001,Prosecutor details allegations surrounding Ethan Crumbley's parents
San Francisco business owner on struggle to afford private security: 'It's just not feasible',https://www.foxnews.com/video/6284683743001,CrossFit Golden Gate Gym Owner Danielle Rabkin joined 'Fox & Friends' to discuss the crime wave and how it is impacting business owners in the city.
NYC man arrested 3 times in 36 hours as Democrats face backlash over bail reform,https://www.foxnews.com/video/6284353829001,The homeless man reportedly boasted to police about being released.
Ahmaud Arbery verdict 'a big victory for race relations': Brian Claypool,https://www.foxnews.com/video/6283679984001,The criminal defense attorney discussed the Ahmaud Arbery homicide trial guilty verdict with retired police lieutenant Randy Sutton on 'Fox News @ Night'
Democrat slams radical dems: 'These elected officials should be arrested for negligence',https://www.foxnews.com/video/6283540580001,"Former New York State Assemblyman Dov Hikind (D) on AOC and other members of the squad pushing for bail reform following the Waukesha tragedy, arguing that 'they are responsible for caring more about criminals than they care about citizens'"
Media top headlines November 23,https://www.foxnews.com/video/6283391092001,"In media news today, NBC suggests not having Thanksgiving this year, CBS' 'Face the Nation' corrects claim Rittenhouse crossed state lines while armed, and more"
Father of NYC shooting victim urges officials to crack down on crime,https://www.foxnews.com/video/6283282637001,Jason Williams speaks out on the family’s ‘pain and suffering’ in the year following Ethan Williams’ murder in New York City.
"Haitian gang releases 2 Christian missionaries held hostage, 15 still being held",https://www.foxnews.com/us/christian-missionary-group-announces-two-hostages-released-from-haiti,A Christian missionary group announced that two of its 17 missionaries have been released after being held hostage by a Hatian gang.
Leo Terrell blasts de Blasio over response to Rittenhouse verdict,https://www.foxnews.com/video/6282823039001,Civil rights attorney Leo Terrell offers analysis on 'The Story'
"What MSNBC did to Rittenhouse jurors is 'very wrong,' should be punished: Attorney",https://www.foxnews.com/video/6282639907001,Criminal defense attorney Mark Eiglarsh reacts to allegations a MSNBC freelancer followed a bus transporting the Kyle Rittenhouse jury.
California prosecutors push for drug dealers to face murder charges for overdose deaths,https://www.foxnews.com/video/6282432180001,"Fox News' Christina Coleman reports the latest on the effort from Los Angeles, California."
Team of incompetents,https://www.foxnews.com/video/6282180771001,The lightweights behind Biden are wreaking havoc on our lives
BLM leader threatens 'bloodshed' if undercover police return to NYC,https://www.foxnews.com/video/6281726414001,Fox News correspondent Bryan Llenas has the details from New York City on 'Special Report.'
EXCLUSIVE: Spokesperson for Kyle Rittenhouse talks to Laura Ingraham,https://www.foxnews.com/video/6281392445001,Rittenhouse Spokesperson: Media doesn’t want to know the facts because then they have to say the truth.
Texas 19-year-old with special needs dies after fatal prison attack,https://www.foxnews.com/video/6280322855001,"A 19-year-old inmate with special needs at the Harris County Jail has died after allegedly being brutally attacked by another inmate, according to his family's attorney."
Hate crimes on the rise in America’s houses of worship,https://www.foxnews.com/video/6279700588001,Theologian Russell Moore urges Americans to stand up to ‘hatred and violence’ against all religions on ‘Sunday Night in America.’
Texas police reveal 'heartbreaking' details of abused kids living alone with dead brother: 'Horrific',https://www.foxnews.com/us/texas-police-horrific-details-corpse-boy-brothers-alone-apartment,The Texas sheriff's office investigating the murder of an 8-year-old boy who was left to decay in an apartment revealed has released new details on the “horrific” case.
Nancy Grace: Details surrounding Brian Laundrie's remains are 'all very vague in my mind',https://www.foxnews.com/video/6278661222001,Watch 'A Gabby Petitio Investigation with Nancy Grace Part 2' exclusively on Fox Nation
Rand Paul: Lightfoot’s vaccine mandate is a disservice to our first responders,https://www.foxnews.com/video/6278062041001,Kentucky senator sounds off on Chicago’s mandates causing the city to prepare for possible police shortage.
Former police sergeant reacts to deadly officer shooting in Houston: 'We have to do something about this',https://www.foxnews.com/video/6277548557001,"Congressional candidate in Texas, Tre Pennie, argued electing the right politicians is key to counteract anti-police rhetoric."
Family of slain woman slams judge for releasing suspect,https://www.foxnews.com/video/6277053329001,"Andrew Williams had been out on bond stemming from another capital murder case, report says"
Mother demands more NYC cops: Gun violence should not be end of child's life,https://www.foxnews.com/video/6276714934001,"Eve Hendricks, who lost 17-year-old son to a shooting, on the fight for safer streets in New York City."
"Brian Laundrie 'needs to turn himself in,' can’t ‘hide forever,' ex-fugitive says",https://www.foxnews.com/video/6276147040001,Ex-convict-turned-writer-and-producer Seth Ferranti on the search for Gabby Petito's fiancé.
Biden 'wrong' when blaming Republicans for 'his failings': Rep. Comer,https://www.foxnews.com/video/6275621828001,"The president pointing fingers at Republicans, moderate Democrats for his agenda and debt ceiling woes. Rep. James Comer, R-Ky., with reaction on 'Fox & Friends First.'"
Appalachian Trail hiker claims he saw Brian Laundrie in Tennessee,https://www.foxnews.com/video/6275361612001,A Florida man hiking the Appalachian Trail claims he saw Brian Laundrie driving in a white pickup truck around 12:30 a.m. ET on Saturday in Tennessee near the North Carolina border.
Lawrence Jones takes an inside look into Idaho's fentanyl crisis,https://www.foxnews.com/video/6274925781001,Fox News enterprise reporter Lawrence Jones goes to Idaho while state sees a massive increase in fentanyl overdose deaths
Philadelphia sees over 400 homicides so far in 2021,https://www.foxnews.com/video/6274564751001,Criminal justice attorney Bill Brennan says the violence in the City of Brotherly Love is a crisis.
Virginia police officer works to keep historic battlefield preserved,https://www.foxnews.com/video/6274298808001,Lt. Damon Radcliffe shares his family's story and where the origins of his bravery come from
Indiana law enforcement fights back against Chicago criminals,https://www.foxnews.com/video/6273864853001,Officers use high-tech solutions to catch suspects across Illinois-Indiana border
911 call reveals Laundrie hit Petito during August dispute,https://www.foxnews.com/video/6273549978001,Former New York City Administration for Children's Services acting chief Ed Gavin believes police 'dropped the ball' on protecting Gabby Petito.
Abused gymnasts spark outrage,https://www.foxnews.com/video/6273272639001,Media pounce on FBI failures
Fentanyl seizures at border up 34% in a year,https://www.foxnews.com/video/6272826280001,"Rep. Diana Harshbarger, R-Tenn., addresses border crisis, says agents have seized 'unimaginable' amounts of fentanyl"
Retired NYPD officers reflect on working at Ground Zero 20 years ago,https://www.foxnews.com/video/6271902995001,"NYPD former Detective Oscar Odom, retired Detective Angel Maysonet and former Lt. Darrin Porcher share their 9/11 experiences on 'Fox & Friends First.'"
Clay Travis: 'We don't want teachers turning students into far left-wing zealots',https://www.foxnews.com/video/6270488977001,"Outkick's Clay Travis rips teacher for promoting Antifa in classroom, says this is happening around the country"
Harsh media sendoff for Cuomo,https://www.foxnews.com/video/6268050634001,Once-adoring press pans resignation speech
Dems may move to impeach Cuomo following resignation,https://www.foxnews.com/video/6267486876001,National correspondent Bryan Llenas reports on the latest surrounding New York governor Andrew Cuomo's resignation.
Britney Spears' dad argues 'no grounds' for conservatorship removal,https://www.foxnews.com/video/6267031483001,Attorney Janine Atamian on the latest developments in Britney Spears' conservatorship case
Father of murdered SC college student speaks out after man receives life sentence,https://www.foxnews.com/video/6266650896001,"Seymour Josephson, whose daughter Samantha was abducted and murdered after getting into a car she thought was an Uber, says it's a 'relief' her killer 'won't be able to do this again.'"
Gov. Cuomo's denial shows he 'does not want to leave office': Leo Terrell,https://www.foxnews.com/video/6266402891001,Civil rights attorney Leo Terrell explains the implications of New York governor Andrew Cuomo’s response to AG findings.
Criminals don't care about social programs they care about committing crimes: Safir,https://www.foxnews.com/video/6266131798001,Former NYC police Commissioner Howard Safir warns the country is going back to the 'bad old days' with latest policing measures
"Cops have been attacked, demonized by city councils in major cities: DC Police Union chair",https://www.foxnews.com/video/6265726088001,DC Police Union chairman Gregg Pemberton argues misguided legislation on law enforcement has resulted in more officers retiring nationwide
Gun control has shown throughout history 'it's racist': Antonia Okafor Cover,https://www.foxnews.com/video/6265397411001,"Atonia Okafor Cover, national spokesperson for Gun Owners of America, argues the U.S. should be 'pushing equality through the 2nd Amendment.'"
"Notable Quotables for Friday, July 23",https://www.foxnews.com/video/6264953429001,Bret Baier highlights the best soundbites from another memorable week in the news
"Fentanyl seizures at border skyrocket, 78 percent higher than 2020 fiscal year: CBP",https://www.foxnews.com/video/6264708641001,'Fox & Friends First' panel with reaction.
Rep. Zeldin explains what he believes are reasons for spike in NYC anti-Semitic attacks,https://www.foxnews.com/video/6264176638001,"Rep. Lee Zeldin, R-N.Y., GOP candidate for governor of New York, weighs in on the rise in Anti-Semitic attacks in New York City and reacts to outpacing Gov. Andrew Cuomo in the gubernatorial fundraising fight."
NYC man doused with caustic liquid in ambush attack caught on video,https://www.foxnews.com/video/6263560055001,Authorities are looking for a suspect caught on video dousing a man with liquid from behind
Ex-Minneapolis officer says crime surge 'seems to be out of control',https://www.foxnews.com/video/6263260194001,"Retired Minneapolis police officer Mylan Masson warns that while the city currently is not 'as bad' as Chicago, it 'certainly could be' unless the crime surge is addressed."
U. of Chicago student on peer who was killed by stray bullet: ‘Viciously and senselessly gunned down’,https://www.foxnews.com/video/6262853514001,"Audrey Unverferth discusses the death of Max Lewis, who was killed by a stray bullet while commuting home from an internship"
San Francisco DA official says crime surge fears are linked to racism,https://www.foxnews.com/video/6262556552001,A senior official in the San Francisco District Attorney's office links fears of a crime surge to racism; Fox News contributor Leo Terrell reacts.
"GOP to make border crisis, violent crime spike key issues in 2022 midterms",https://www.foxnews.com/video/6261912035001,'Next Revolution' host Steve Hilton explains why Republicans attacking Democrats on the border issue could be a smart strategy.
'The Five' react to White House blaming Republicans for defunding police,https://www.foxnews.com/video/6261598968001,Biden administration attempts to cast GOP as party who wants to cut police budgets; reaction on 'The Five'
Trey Gowdy: What use is any of our freedoms if you're dead,https://www.foxnews.com/video/6261298009001,'Sunday Night in America' host says the most important role of government is to keep Americans safe
Media top headlines June 25,https://www.foxnews.com/video/6260984904001,"Biden acting bizarre and whispering at a press conference, a Reuters survey showing that the US has the lowest levels of public trust in the media among 46 countries, and more round out today's top media headlines"
‘Taking away guns from law-abiding citizens is not the answer’ to rising crime: Nebraska governor,https://www.foxnews.com/video/6260642149001,Republican Governor Pete Ricketts urges Biden to recant ‘defund the police’ movement and not target legal gun owners ahead of anti-crime strategy announcement
"Tucker: This is America, not a 'third-world hell hole'",https://www.foxnews.com/video/6260036630001,'Tucker Carlson Tonight' host says rise in crime can be blamed on bad leadership across the country
"Father, son graduate Texas police academy together",https://www.foxnews.com/video/6259711390001,"Father-son police officers Winston and Christian Edmondson share their experience after graduating from the Lake Dallas, Texas police academy together"
Chicago alderman blasts city leaders for 'little accountability' amid spike in crime,https://www.foxnews.com/video/6259272268001,Chicago alderman Anthony Napolitano points out the exit rate in the city is 'astronomical right now' due to leadership.
Biden's $4B program for socially disadvantaged farmers halted by judge,https://www.foxnews.com/video/6258778597001,Dairy farmer Adam Faust files lawsuit and claims the president's race-based federal relief effort is 'racist.'
"Homicides skyrocket in Indianapolis as criminals break law while out on bail, wearing ankle bracelets",https://www.foxnews.com/video/6258199696001,'Fox & Friends' enterprise reporter Lawrence Jones sits down with family of Ashley Richardson who was killed by her ex-boyfriend while he was awaiting trial
"NYC sees weekend of violence, protests amid crime spike",https://www.foxnews.com/video/6257770072001,New York City sees weekend of gun violence and crime as NYPD on Saturday responds to park protest in riot gear. Fox News contributor Ted Williams calls on law enforcement to stop being depicted as 'the enemy of the people.'
How social media fuels anti-Semitism,https://www.foxnews.com/video/6256996767001,Journalist Eve Barlow on how social media and celebrities contribute to attacks on Jewish people amid the Israel-Hamas conflict
Biden's $6 trillion spending plan includes extensive tax hikes,https://www.foxnews.com/video/6256505209001,Fox News correspondent Mark Meredith has the latest from the White House on 'Special Report'
Motive remains a mystery in San Jose mass shooting,https://www.foxnews.com/video/6256166511001,Fox News correspondent Claudia Cowan joins 'Special Report' with the latest on the workplace massacre
'The Five' slam Dems ripping Israel amid rise in anti-Semitic attacks,https://www.foxnews.com/video/6255827221001,Sen. Bernie Sanders blasts aid to Israel saying America is 'supplying weapons of war to kill children;' 'The Five' react
Nancy Pelosi slammed for attending WH event without mask,https://www.foxnews.com/video/6255354426001,"House speaker panned for 'hypocrisy' for not wearing a face covering, while insisting on mask mandate inside the Capitol."
Gaetz associate to plead guilty to federal charges,https://www.foxnews.com/video/6254602570001,"Joel Greenberg, a former Seminole County official and an associate of Rep. Matt Gaetz, is expected to plead guilty to six federal charges and faces 12 years in prison. Gaetz has not been charged and denies all allegations."
Dan Bongino: Leftists believe stereotyping is OK when it comes to police,https://www.foxnews.com/video/6253511078001,Fox News contributor Dan Bongino reacts to the Times Square shooting involving a 4-year-old girl.
"New Orleans zoo cancels pro-police event, cites community concern",https://www.foxnews.com/video/6252808819001,FOX News contributor Raymond Arroyo joins 'The Ingraham Angle' for the latest edition of 'Seen and Unseen'
‘Where is the follow-up?’: Bongino slams “60 Minutes” for refusing to ask Blinken tough questions on border crisis,https://www.foxnews.com/video/6252065468001,Fox News contributor Dan Bongino discusses media coverage of Biden’s border policies and crime surges across major U.S. cities.
'It is significant' Brown shooting video is released right away: Ted Williams,https://www.foxnews.com/video/6250881758001,A judge could rule to order the release of body camera footage in the Andrew Brown Jr. case; Fox News contributor Ted Williams provides insight on ‘America’s Newsroom.’
Police officers being attacked in 'astounding numbers' and the blame is clear: Randy Sutton,https://www.foxnews.com/video/6250521155001,Former Las Vegas Police Lt. Randy Sutton addresses police officers around the country quitting amid a 'war on cops.'
"LeBron cop tweet 'reckless, dangerous': Fraternal Order of Police National VP",https://www.foxnews.com/video/6250023836001,Critics accuse the NBA All-Star of inciting violence. Fraternal Order of Police National Vice President weighs in on 'Fox & Friends.'
Dinesh D'Souza: Left's end goal is 'destruction of an institution',https://www.foxnews.com/video/6249765532001,Texas GOP Chairman Allen West and D'Souza react to left's push to convict US of 'systematic racism' on 'The Ingraham Angle'
Ted Williams refutes AOC: System worked exactly how it was supposed to,https://www.foxnews.com/video/6249592906001,'Fox News @ Night' panel discuss what to expect in the aftermath of the Derek Chauvin verdict
Minnesota state Sen. Osmek on push to penalize protesters,https://www.foxnews.com/video/6249471887001,State Sen. David Osmek on introducing bill that would prevent protesters who carry out criminal activity from receiving aid.
"San Antonio police officer shot in hand; 2 suspects dead, third injured",https://www.foxnews.com/video/6249204025001,"A San Antonio, Texas, police officer was shot in the hand before he killed two suspects and injured a third during a gunfire exchange, authorities said."
Los Angeles County DA facing ‘no confidence’ backlash,https://www.foxnews.com/video/6249060484001,Pico Rivera becomes third county community to oppose District Attorney George Gascón's liberal policies. Councilman Andrew Lara reacts.
Washington DC protesters chant 'burn the precinct to the ground',https://www.foxnews.com/video/6248911751001,Chant heard during demonstrations following Daunte Wright's death
McEnany on Minnesota shooting: Officer deserves 'due process and fairness',https://www.foxnews.com/video/6248681651001,Former White House press secretary discusses the Daunte Wright shooting on 'The Story'
"Honk for Justice, or else",https://www.foxnews.com/video/6246672309001,"Amid the trial of Derek Chauvin in Minneapolis, Black Lives Matter activists take to the streets."
Derek Chauvin trial includes graphic bodycam footage of George Floyd's death,https://www.foxnews.com/video/6245833603001,FOX News national correspondent Matt Finn joins 'Special Report' with the details from Minneapolis
We’re helping diverse communities achieve the American Dream: ASIAN Inc. president,https://www.foxnews.com/video/6244845074001,Lamar Heystek on anti-Asian hate in America
